id_	over/under	perc_associated_foreground	perc_associated_background	fold_enrichment_foreground_2_background	foreground_count	foreground_n	background_count	background_n	p_uncorrected	FDR	description	ANs_foreground
....GO:0042908	u	0.087	0.087	1.000	1	1151	1	1151	1	1	xenobiotic transport	P33302
..GO:0090484	u	0.087	0.087	1.000	1	1151	1	1151	1	1	drug transporter activity	P33302
.....GO:0046618	u	0.087	0.087	1.000	1	1151	1	1151	1	1	drug export	P33302
...GO:0019707	u	0.087	0.087	1.000	1	1151	1	1151	1	1	protein-cysteine S-acyltransferase activity	P39010
.....GO:1905038	u	0.174	0.174	1.000	2	1151	2	1151	1	1	regulation of membrane lipid metabolic process	P17106, P35169
...GO:0038201	u	0.087	0.087	1.000	1	1151	1	1151	1	1	TOR complex	P35169
...GO:1901568	u	0.087	0.087	1.000	1	1151	1	1151	1	1	fatty acid derivative metabolic process	P30624
.....GO:0005092	u	0.261	0.261	1.000	3	1151	3	1151	1	1	GDP-dissociation inhibitor activity	P38011, P38431, Q12434
....GO:0033194	u	0.087	0.087	1.000	1	1151	1	1151	1	1	response to hydroperoxide	P34760
.....GO:1902882	u	0.087	0.087	1.000	1	1151	1	1151	1	1	regulation of response to oxidative stress	P34760
....GO:0051093	u	0.348	0.348	1.000	4	1151	4	1151	1	1	negative regulation of developmental process	P10591, P10592, P34760, P53860
....GO:0071500	u	0.087	0.087	1.000	1	1151	1	1151	1	1	cellular response to nitrosative stress	P39676
....GO:0016708	u	0.087	0.087	1.000	1	1151	1	1151	1	1	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of two atoms of oxygen into one donor	P39676
.....GO:0016966	u	0.087	0.087	1.000	1	1151	1	1151	1	1	nitric oxide reductase activity	P39676
...GO:2001057	u	0.087	0.087	1.000	1	1151	1	1151	1	1	reactive nitrogen species metabolic process	P39676
....GO:0046184	u	0.174	0.174	1.000	2	1151	2	1151	1	1	aldehyde biosynthetic process	P00942, P38075
.....GO:0016297	u	0.087	0.087	1.000	1	1151	1	1151	1	1	acyl-[acyl-carrier-protein] hydrolase activity	P07149
.....GO:0004319	u	0.087	0.087	1.000	1	1151	1	1151	1	1	enoyl-[acyl-carrier-protein] reductase (NADPH, B-specific) activity	P07149
......GO:0004313	u	0.087	0.087	1.000	1	1151	1	1151	1	1	[acyl-carrier-protein] S-acetyltransferase activity	P07149
.....GO:0004318	u	0.087	0.087	1.000	1	1151	1	1151	1	1	enoyl-[acyl-carrier-protein] reductase (NADH) activity	P07149
...GO:0019419	u	0.087	0.087	1.000	1	1151	1	1151	1	1	sulfate reduction	Q02196
.....GO:0070814	u	0.174	0.174	1.000	2	1151	2	1151	1	1	hydrogen sulfide biosynthetic process	P32582, Q02196
...GO:0019627	u	0.174	0.174	1.000	2	1151	2	1151	1	1	urea metabolic process	P03965, P07259
.....GO:0004639	u	0.087	0.087	1.000	1	1151	1	1151	1	1	phosphoribosylaminoimidazolesuccinocarboxamide synthase activity	P27616
......GO:1903525	u	0.087	0.087	1.000	1	1151	1	1151	1	1	regulation of membrane tubulation	P06787
...GO:0031023	u	0.348	0.348	1.000	4	1151	4	1151	1	1	microtubule organizing center organization	P06101, P06787, P40457, P48510
.....GO:0005824	u	0.087	0.087	1.000	1	1151	1	1151	1	1	outer plaque of spindle pole body	P53865
......GO:0008905	u	0.087	0.087	1.000	1	1151	1	1151	1	1	mannose-phosphate guanylyltransferase activity	P41940
....GO:0003883	u	0.087	0.087	1.000	1	1151	1	1151	1	1	CTP synthase activity	P28274
.......GO:0009208	u	0.174	0.174	1.000	2	1151	2	1151	1	1	pyrimidine ribonucleoside triphosphate metabolic process	P28274, P36010
..GO:0097268	u	0.087	0.087	1.000	1	1151	1	1151	1	1	cytoophidium	P28274
....GO:0004801	u	0.087	0.087	1.000	1	1151	1	1151	1	1	sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate glyceronetransferase activity	P15019
.....GO:1901976	u	0.087	0.087	1.000	1	1151	1	1151	1	1	regulation of cell cycle checkpoint	P38850
.......GO:0003983	u	0.087	0.087	1.000	1	1151	1	1151	1	1	UTP:glucose-1-phosphate uridylyltransferase activity	P32861
....GO:0006011	u	0.174	0.174	1.000	2	1151	2	1151	1	1	UDP-glucose metabolic process	P32861, P37012
......GO:0015959	u	0.087	0.087	1.000	1	1151	1	1151	1	1	diadenosine polyphosphate metabolic process	P38088
......GO:0010224	u	0.087	0.087	1.000	1	1151	1	1151	1	1	response to UV-B	P00445
......GO:0043457	u	0.087	0.087	1.000	1	1151	1	1151	1	1	regulation of cellular respiration	P00445
.GO:0044421	u	0.174	0.174	1.000	2	1151	2	1151	1	1	extracellular region part	P00445, P40202
...GO:0009579	u	0.087	0.087	1.000	1	1151	1	1151	1	1	thylakoid	P00445
....GO:0004075	u	0.174	0.174	1.000	2	1151	2	1151	1	1	biotin carboxylase activity	P32327, Q00955
.....GO:0003989	u	0.087	0.087	1.000	1	1151	1	1151	1	1	acetyl-CoA carboxylase activity	Q00955
.....GO:2001293	u	0.087	0.087	1.000	1	1151	1	1151	1	1	malonyl-CoA metabolic process	Q00955
.GO:0005623	u	0.174	0.174	1.000	2	1151	2	1151	1	1	cell	P17709, P21373
.....GO:0004564	u	0.087	0.087	1.000	1	1151	1	1151	1	1	beta-fructofuranosidase activity	P38158
......GO:0034067	u	0.087	0.087	1.000	1	1151	1	1151	1	1	protein localization to Golgi apparatus	P38116
......GO:0046083	u	0.087	0.087	1.000	1	1151	1	1151	1	1	adenine metabolic process	P53909
......GO:0046100	u	0.087	0.087	1.000	1	1151	1	1151	1	1	hypoxanthine metabolic process	P53909
.....GO:0009109	u	0.087	0.087	1.000	1	1151	1	1151	1	1	coenzyme catabolic process	P00890
....GO:0044273	u	0.261	0.261	1.000	3	1151	3	1151	1	1	sulfur compound catabolic process	P00890, P39954, P43616
......GO:0000309	u	0.087	0.087	1.000	1	1151	1	1151	1	1	nicotinamide-nucleotide adenylyltransferase activity	Q06178
....GO:0016724	u	0.087	0.087	1.000	1	1151	1	1151	1	1	oxidoreductase activity, oxidizing metal ions, oxygen as acceptor	Q07540
......GO:1990663	u	0.087	0.087	1.000	1	1151	1	1151	1	1	dihydroorotate dehydrogenase (fumarate) activity	P28272
.....GO:0006769	u	0.087	0.087	1.000	1	1151	1	1151	1	1	nicotinamide metabolic process	P53184
...GO:0030287	u	0.087	0.087	1.000	1	1151	1	1151	1	1	cell wall-bounded periplasmic space	P32454
...GO:0001709	u	0.087	0.087	1.000	1	1151	1	1151	1	1	cell fate determination	P39986
......GO:0015038	u	0.087	0.087	1.000	1	1151	1	1151	1	1	glutathione disulfide oxidoreductase activity	P41921
.....GO:0019521	u	0.087	0.087	1.000	1	1151	1	1151	1	1	D-gluconate metabolic process	P38720
....GO:0016882	u	0.087	0.087	1.000	1	1151	1	1151	1	1	cyclo-ligase activity	P07244
....GO:0004637	u	0.087	0.087	1.000	1	1151	1	1151	1	1	phosphoribosylamine-glycine ligase activity	P07244
.....GO:0060271	u	0.087	0.087	1.000	1	1151	1	1151	1	1	cilium assembly	Q02647
........GO:0003777	u	0.087	0.087	1.000	1	1151	1	1151	1	1	microtubule motor activity	Q02647
.....GO:0004807	u	0.087	0.087	1.000	1	1151	1	1151	1	1	triose-phosphate isomerase activity	P00942
....GO:0016802	u	0.087	0.087	1.000	1	1151	1	1151	1	1	trialkylsulfonium hydrolase activity	P39954
.....GO:0042219	u	0.174	0.174	1.000	2	1151	2	1151	1	1	cellular modified amino acid catabolic process	P39954, P43616
...GO:0009606	u	0.087	0.087	1.000	1	1151	1	1151	1	1	tropism	P06105
..GO:0032126	u	0.348	0.348	1.000	4	1151	4	1151	1	1	eisosome	P53252, P53278, Q05050, Q12230
....GO:0070941	u	0.261	0.261	1.000	3	1151	3	1151	1	1	eisosome assembly	P53252, Q05050, Q12230
........GO:0042624	u	0.087	0.087	1.000	1	1151	1	1151	1	1	ATPase activity, uncoupled	P40024
...GO:0055106	u	0.087	0.087	1.000	1	1151	1	1151	1	1	ubiquitin-protein transferase regulator activity	Q08981
.....GO:0003922	u	0.087	0.087	1.000	1	1151	1	1151	1	1	GMP synthase (glutamine-hydrolyzing) activity	P38625
....GO:0003921	u	0.087	0.087	1.000	1	1151	1	1151	1	1	GMP synthase activity	P38625
......GO:0009219	u	0.087	0.087	1.000	1	1151	1	1151	1	1	pyrimidine deoxyribonucleotide metabolic process	P06785
......GO:0009162	u	0.087	0.087	1.000	1	1151	1	1151	1	1	deoxyribonucleoside monophosphate metabolic process	P06785
....GO:0047545	u	0.087	0.087	1.000	1	1151	1	1151	1	1	2-hydroxyglutarate dehydrogenase activity	P40510
....GO:0043937	u	0.087	0.087	1.000	1	1151	1	1151	1	1	regulation of sporulation	P53860
....GO:0043901	u	0.087	0.087	1.000	1	1151	1	1151	1	1	negative regulation of multi-organism process	P53860
.....GO:2000677	u	0.087	0.087	1.000	1	1151	1	1151	1	1	regulation of transcription regulatory region DNA binding	P29055
......GO:0051196	u	0.174	0.174	1.000	2	1151	2	1151	1	1	regulation of coenzyme metabolic process	P00950, P07261
.....GO:0072530	u	0.087	0.087	1.000	1	1151	1	1151	1	1	purine-containing compound transmembrane transport	P38988
....GO:0016728	u	0.174	0.174	1.000	2	1151	2	1151	1	1	oxidoreductase activity, acting on CH or CH2 groups, disulfide as acceptor	P09938, P49723
....GO:0009106	u	0.087	0.087	1.000	1	1151	1	1151	1	1	lipoate metabolic process	P32463
....GO:1901269	u	0.087	0.087	1.000	1	1151	1	1151	1	1	lipooligosaccharide metabolic process	P32463
......GO:0036228	u	0.174	0.174	1.000	2	1151	2	1151	1	1	protein localization to nuclear inner membrane	P32499, P49687
.......GO:1901901	u	0.087	0.087	1.000	1	1151	1	1151	1	1	regulation of protein localization to cell division site involved in cytokinesis	P42073
...GO:0097354	u	0.087	0.087	1.000	1	1151	1	1151	1	1	prenylation	Q12287
......GO:0004555	u	0.087	0.087	1.000	1	1151	1	1151	1	1	alpha,alpha-trehalase activity	P32356
.....GO:0004614	u	0.087	0.087	1.000	1	1151	1	1151	1	1	phosphoglucomutase activity	P37012
....GO:0019255	u	0.087	0.087	1.000	1	1151	1	1151	1	1	glucose 1-phosphate metabolic process	P37012
.....GO:0070626	u	0.087	0.087	1.000	1	1151	1	1151	1	1	(S)-2-(5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamido)succinate AMP-lyase (fumarate-forming) activity	Q05911
.....GO:0004018	u	0.087	0.087	1.000	1	1151	1	1151	1	1	N6-(1,2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming) activity	Q05911
....GO:0043455	u	0.087	0.087	1.000	1	1151	1	1151	1	1	regulation of secondary metabolic process	P00950
.....GO:0004619	u	0.087	0.087	1.000	1	1151	1	1151	1	1	phosphoglycerate mutase activity	P00950
....GO:0009733	u	0.087	0.087	1.000	1	1151	1	1151	1	1	response to auxin	P07991
....GO:0009753	u	0.087	0.087	1.000	1	1151	1	1151	1	1	response to jasmonic acid	P07991
....GO:0009741	u	0.087	0.087	1.000	1	1151	1	1151	1	1	response to brassinosteroid	P07991
...GO:0009413	u	0.087	0.087	1.000	1	1151	1	1151	1	1	response to flooding	P07991
...GO:0004742	u	0.087	0.087	1.000	1	1151	1	1151	1	1	dihydrolipoyllysine-residue acetyltransferase activity	P12695
....GO:0051648	u	0.087	0.087	1.000	1	1151	1	1151	1	1	vesicle localization	P60010
......GO:0042844	u	0.087	0.087	1.000	1	1151	1	1151	1	1	glycol metabolic process	P39714
....GO:0004736	u	0.087	0.087	1.000	1	1151	1	1151	1	1	pyruvate carboxylase activity	P32327
......GO:1900027	u	0.087	0.087	1.000	1	1151	1	1151	1	1	regulation of ruffle assembly	P43603
....GO:0071241	u	0.087	0.087	1.000	1	1151	1	1151	1	1	cellular response to inorganic substance	P40535
.......GO:0004170	u	0.087	0.087	1.000	1	1151	1	1151	1	1	dUTP diphosphatase activity	P47119
.......GO:0035529	u	0.087	0.087	1.000	1	1151	1	1151	1	1	NADH pyrophosphatase activity	P47119
.......GO:0036221	u	0.087	0.087	1.000	1	1151	1	1151	1	1	UTP diphosphatase activity	P47119
.......GO:0036222	u	0.087	0.087	1.000	1	1151	1	1151	1	1	XTP diphosphatase activity	P47119
.......GO:0036217	u	0.087	0.087	1.000	1	1151	1	1151	1	1	dGTP diphosphatase activity	P47119
.......GO:0008828	u	0.087	0.087	1.000	1	1151	1	1151	1	1	dATP pyrophosphohydrolase activity	P47119
.......GO:0036220	u	0.087	0.087	1.000	1	1151	1	1151	1	1	ITP diphosphatase activity	P47119
.......GO:0036218	u	0.087	0.087	1.000	1	1151	1	1151	1	1	dTTP diphosphatase activity	P47119
.......GO:0009215	u	0.087	0.087	1.000	1	1151	1	1151	1	1	purine deoxyribonucleoside triphosphate metabolic process	P47119
.......GO:0035870	u	0.087	0.087	1.000	1	1151	1	1151	1	1	dITP diphosphatase activity	P47119
.......GO:0047840	u	0.087	0.087	1.000	1	1151	1	1151	1	1	dCTP diphosphatase activity	P47119
.......GO:0036219	u	0.087	0.087	1.000	1	1151	1	1151	1	1	GTP diphosphatase activity	P47119
......GO:0036010	u	0.087	0.087	1.000	1	1151	1	1151	1	1	protein localization to endosome	P36018
....GO:0051269	u	0.087	0.087	1.000	1	1151	1	1151	1	1	alpha-keto ester reductase activity	Q07551
....GO:0051268	u	0.087	0.087	1.000	1	1151	1	1151	1	1	alpha-keto amide reductase activity	Q07551
..GO:0048589	u	0.087	0.087	1.000	1	1151	1	1151	1	1	developmental growth	P31412
...GO:0007584	u	0.087	0.087	1.000	1	1151	1	1151	1	1	response to nutrient	Q01389
.....GO:0042602	u	0.087	0.087	1.000	1	1151	1	1151	1	1	riboflavin reductase (NADPH) activity	P28777
....GO:0018548	u	0.087	0.087	1.000	1	1151	1	1151	1	1	pentaerythritol trinitrate reductase activity	Q03558
....GO:0052690	u	0.087	0.087	1.000	1	1151	1	1151	1	1	trichloro-p-hydroquinone reductive dehalogenase activity	Q03558
....GO:0097237	u	0.087	0.087	1.000	1	1151	1	1151	1	1	cellular response to toxic substance	P54838
......GO:0016453	u	0.087	0.087	1.000	1	1151	1	1151	1	1	C-acetyltransferase activity	P41338
......GO:0003988	u	0.087	0.087	1.000	1	1151	1	1151	1	1	acetyl-CoA C-acyltransferase activity	P41338
....GO:0003984	u	0.087	0.087	1.000	1	1151	1	1151	1	1	acetolactate synthase activity	P07342
.......GO:0070973	u	0.087	0.087	1.000	1	1151	1	1151	1	1	protein localization to endoplasmic reticulum exit site	P35723
....GO:0032990	u	0.087	0.087	1.000	1	1151	1	1151	1	1	cell part morphogenesis	P40961
....GO:0051645	u	0.087	0.087	1.000	1	1151	1	1151	1	1	Golgi localization	P43621
.......GO:0097446	u	0.087	0.087	1.000	1	1151	1	1151	1	1	protein localization to eisosome filament	P53252
....GO:0007531	u	0.087	0.087	1.000	1	1151	1	1151	1	1	mating type determination	P16649
....GO:0044445	u	11.816	11.903	0.993	136	1151	137	1151	1	1	cytosolic part	P00924, P00925, P02406, P02407, P04449, P04456, P05317, P05737, P05738, P05739, P05740, P05744, P05747, P05748, P05749, P05750, P05755, P05756, P05759, P07149, P07264, P07280, P09938, P0C0T4, P0C0W1, P0C0W9, P0C0X0, P0C2H6, P0C2H8, P0CH08, P0CX23, P0CX25, P0CX29, P0CX31, P0CX33, P0CX35, P0CX37, P0CX39, P0CX41, P0CX43, P0CX45, P0CX47, P0CX49, P0CX53, P0CX55, P0CX84, P10591, P10592, P10664, P12612, P12945, P14120, P14126, P16521, P16861, P16862, P17076, P19097, P21243, P22141, P23248, P23301, P25374, P25443, P25451, P25491, P25694, P26321, P26783, P26784, P26785, P29453, P31539, P32379, P32495, P32496, P32565, P33201, P33297, P33298, P33299, P33442, P33892, P34167, P35997, P36080, P38011, P38276, P38431, P38624, P38701, P38754, P39077, P39078, P39079, P39730, P39938, P40212, P40327, P40413, P40525, P40693, P41057, P41058, P41805, P43535, P43583, P43588, P46784, P46990, P47079, P48164, P48589, P49166, P49167, P49723, P53221, P53235, P53549, P89886, Q01662, Q01855, Q01939, Q02326, Q02753, Q03195, Q03799, Q04600, Q08689, Q12118, Q12250, Q12329, Q12377, Q12672, Q3E754, Q6Q560
....GO:0034976	u	1.825	1.911	0.955	21	1151	22	1151	1	1	response to endoplasmic reticulum stress	P16474, P19812, P21957, P25491, P25694, P33297, P33298, P33299, P34216, P38116, P40327, P48510, P53044, P53549, Q01389, Q01939, Q02159, Q02890, Q04947, Q06704, Q12402
.....GO:0090662	u	1.303	1.390	0.938	15	1151	16	1151	1	1	ATP hydrolysis coupled transmembrane transport	P00830, P05626, P07251, P09457, P13587, P16140, P22203, P30902, P31412, P32563, P38077, P39111, P39986, P41807, Q06405
...GO:0045454	u	1.216	1.303	0.933	14	1151	15	1151	1	1	cell redox homeostasis	P04840, P09624, P17695, P17967, P22217, P25372, P29509, P34227, P34760, P38013, P39109, P40553, P41921, Q00416
...GO:0098869	u	1.216	1.303	0.933	14	1151	15	1151	1	1	cellular oxidant detoxification	P00445, P00447, P06115, P17695, P22217, P25372, P29509, P34227, P34760, P38013, P40553, P40581, P41921, P47148
...GO:0042594	u	1.043	1.129	0.923	12	1151	13	1151	1	1	response to starvation	P02994, P03965, P11484, P13587, P22082, P25343, P33892, P39986, P43535, P46784, P53628, Q03833
..GO:0022413	u	0.782	0.869	0.900	9	1151	10	1151	1	1	reproductive process in single-celled organism	P01120, P14832, P21965, P24280, P29311, P34730, P38827, P47037, P54113
.....GO:0051029	u	0.782	0.869	0.900	9	1151	10	1151	1	1	rRNA transport	P05750, P07280, P0C0X0, P0CX55, P25443, P26783, P39938, P46784, Q01855
......GO:0072659	u	0.521	0.608	0.857	6	1151	7	1151	1	1	protein localization to plasma membrane	P07560, P24280, P38116, P47008, Q03048, Q06704
...GO:0044396	u	0.434	0.521	0.833	5	1151	6	1151	1	1	actin cortical patch organization	P15891, P32521, P34216, P38266, P47117
..GO:0005200	u	0.434	0.521	0.833	5	1151	6	1151	1	1	structural constituent of cytoskeleton	P32380, P38198, P53148, P53865, P60010
....GO:0097034	u	0.348	0.434	0.800	4	1151	5	1151	1	1	mitochondrial respiratory chain complex IV biogenesis	P04037, P38300, Q08179, Q12287
....GO:0000407	u	0.348	0.434	0.800	4	1151	5	1151	1	1	pre-autophagosomal structure	P01123, P29295, P36149, Q06671
..GO:0017056	u	0.348	0.434	0.800	4	1151	5	1151	1	1	structural constituent of nuclear pore	P14907, P20676, P39705, P49687
......GO:0044088	u	0.348	0.434	0.800	4	1151	5	1151	1	1	regulation of vacuole organization	P00924, P00925, P32939, Q12434
.....GO:0004029	u	0.261	0.348	0.750	3	1151	4	1151	1	1	aldehyde dehydrogenase (NAD) activity	P40047, P46367, P54115
....GO:0046365	u	0.261	0.348	0.750	3	1151	4	1151	1	1	monosaccharide catabolic process	P37012, P46969, Q12458
..GO:0070938	u	0.261	0.348	0.750	3	1151	4	1151	1	1	contractile ring	P17536, P60010, Q06440
.....GO:0005884	u	0.261	0.348	0.750	3	1151	4	1151	1	1	actin filament	P28495, P32599, P60010
....GO:0032432	u	0.261	0.348	0.750	3	1151	4	1151	1	1	actin filament bundle	P17536, P32599, P60010
...GO:0034975	u	0.174	0.261	0.667	2	1151	3	1151	1	1	protein folding in endoplasmic reticulum	P31539, P47133
...GO:0098562	u	0.174	0.261	0.667	2	1151	3	1151	1	1	cytoplasmic side of membrane	P00925, P39517
...GO:0016679	u	0.174	0.261	0.667	2	1151	3	1151	1	1	oxidoreductase activity, acting on diphenols and related substances as donors	P07256, P07257
.....GO:1900101	u	0.174	0.261	0.667	2	1151	3	1151	1	1	regulation of endoplasmic reticulum unfolded protein response	P01123, P39935
.....GO:0016559	u	0.174	0.261	0.667	2	1151	3	1151	1	1	peroxisome fission	P21576, P43588
...GO:0016675	u	0.174	0.261	0.667	2	1151	3	1151	1	1	oxidoreductase activity, acting on a heme group of donors	P00427, P04037
...GO:0015002	u	0.174	0.261	0.667	2	1151	3	1151	1	1	heme-copper terminal oxidase activity	P00427, P04037
....GO:0006638	u	0.174	0.261	0.667	2	1151	3	1151	1	1	neutral lipid metabolic process	P32190, P39954
....GO:0007030	u	0.174	0.261	0.667	2	1151	3	1151	1	1	Golgi organization	P43621, P53079
.....GO:1901658	u	0.174	0.261	0.667	2	1151	3	1151	1	1	glycosyl compound catabolic process	P16550, P39954
...GO:0042493	u	0.174	0.261	0.667	2	1151	3	1151	1	1	response to drug	P33302, P53860
.....GO:0043470	u	0.174	0.261	0.667	2	1151	3	1151	1	1	regulation of carbohydrate catabolic process	P00950, P07261
....GO:0046185	u	0.087	0.174	0.500	1	1151	2	1151	1	1	aldehyde catabolic process	P32771
.....GO:0032881	u	0.087	0.174	0.500	1	1151	2	1151	1	1	regulation of polysaccharide metabolic process	P17157
.....GO:0010043	u	0.087	0.174	0.500	1	1151	2	1151	1	1	response to zinc ion	P38624
.GO:0019740	u	0.087	0.174	0.500	1	1151	2	1151	1	1	nitrogen utilization	P07262
....GO:0043574	u	0.087	0.174	0.500	1	1151	2	1151	1	1	peroxisomal transport	Q00055
...GO:0009409	u	0.087	0.174	0.500	1	1151	2	1151	1	1	response to cold	P20449
.....GO:0034762	u	0.087	0.174	0.500	1	1151	2	1151	1	1	regulation of transmembrane transport	P04840
.......GO:0015750	u	0.087	0.174	0.500	1	1151	2	1151	1	1	pentose transport	P39004
...GO:0006808	u	0.087	0.174	0.500	1	1151	2	1151	1	1	regulation of nitrogen utilization	P39001
....GO:0046999	u	0.087	0.174	0.500	1	1151	2	1151	1	1	regulation of conjugation	P39010
......GO:0006595	u	0.087	0.174	0.500	1	1151	2	1151	1	1	polyamine metabolic process	Q12074
.....GO:0046688	u	0.087	0.174	0.500	1	1151	2	1151	1	1	response to copper ion	P00445
.......GO:0004805	u	0.087	0.174	0.500	1	1151	2	1151	1	1	trehalose-phosphatase activity	P31688
......GO:0046497	u	0.087	0.174	0.500	1	1151	2	1151	1	1	nicotinate nucleotide metabolic process	P53184
....GO:0016709	u	0.087	0.174	0.500	1	1151	2	1151	1	1	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen	P53318
..GO:0012505	u	0.087	0.174	0.500	1	1151	2	1151	1	1	endomembrane system	P17255
...GO:0044426	u	0.087	0.174	0.500	1	1151	2	1151	1	1	cell wall part	P32468
....GO:0042537	u	0.087	0.174	0.500	1	1151	2	1151	1	1	benzene-containing compound metabolic process	P47039
....GO:0042182	u	0.087	0.174	0.500	1	1151	2	1151	1	1	ketone catabolic process	P47039
