# min_ratio=None pval=None
id	enrichment	description	ratio_in_study	ratio_in_pop	p_uncorrected	p_bonferroni	p_holm	p_sidak	p_fdr
GO:0033240	e	positive regulation of cellular amine metabolic process	3/1159	1/1159	0.625	3.09e+03	2.34e+03	3.01e+03	1
GO:0033241	e	regulation of cellular amine catabolic process	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0033243	e	positive regulation of cellular amine catabolic process	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0033254	e	vacuolar transporter chaperone complex	4/1159	3/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0033255	e	SAS acetyltransferase complex	3/1159	0/1159	0.25	1.23e+03	1.1e+03	1.2e+03	1
GO:0033260	p	nuclear DNA replication	1/1159	2/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0033262	e	regulation of nuclear cell cycle DNA replication	2/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0033290	p	eukaryotic 48S preinitiation complex	6/1159	7/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0033293	p	monocarboxylic acid binding	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0033309	e	SBF transcription complex	2/1159	0/1159	0.5	2.47e+03	2e+03	2.41e+03	1
GO:0033313	e	meiotic cell cycle checkpoint	2/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0033314	e	mitotic DNA replication checkpoint	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0033365	p	protein localization to organelle	58/1159	62/1159	0.779	3.85e+03	2.54e+03	3.75e+03	1
GO:0033383	p	geranyl diphosphate metabolic process	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0033384	p	geranyl diphosphate biosynthetic process	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0033512	e	L-lysine catabolic process to acetyl-CoA via saccharopine	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0033523	e	histone H2B ubiquitination	2/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0033551	p	monopolin complex	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0033553	e	rDNA heterochromatin	4/1159	3/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0033554	e	cellular response to stress	142/1159	107/1159	0.0224	111	106	108	1
GO:0033558	e	protein deacetylase activity	5/1159	2/1159	0.452	2.24e+03	1.85e+03	2.18e+03	1
GO:0033559	p	unsaturated fatty acid metabolic process	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0033567	e	DNA replication, Okazaki fragment processing	3/1159	0/1159	0.25	1.23e+03	1.1e+03	1.2e+03	1
GO:0033588	p	Elongator holoenzyme complex	1/1159	2/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0033592	e	RNA strand annealing activity	3/1159	2/1159	1	4.94e+03	2.72e+03	4.82e+03	1
GO:0033609	e	oxalate metabolic process	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0033611	e	oxalate catabolic process	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0033613	e	activating transcription factor binding	10/1159	4/1159	0.178	881	801	859	1
GO:0033615	p	mitochondrial proton-transporting ATP synthase complex assembly	2/1159	2/1159	1	4.94e+03	3.09e+03	4.82e+03	1
GO:0033617	p	mitochondrial respiratory chain complex IV assembly	2/1159	4/1159	0.687	3.4e+03	2.43e+03	3.31e+03	1
GO:0033673	p	negative regulation of kinase activity	4/1159	6/1159	0.753	3.72e+03	2.53e+03	3.63e+03	1
GO:0033674	p	positive regulation of kinase activity	2/1159	6/1159	0.288	1.42e+03	1.25e+03	1.39e+03	1
GO:0033677	e	DNA/RNA helicase activity	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0033680	e	ATP-dependent DNA/RNA helicase activity	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0033692	p	cellular polysaccharide biosynthetic process	5/1159	10/1159	0.3	1.48e+03	1.29e+03	1.45e+03	1
GO:0033698	e	Rpd3L complex	8/1159	2/1159	0.109	537	499	523	1
GO:0033699	p	DNA 5'-adenosine monophosphate hydrolase activity	2/1159	2/1159	1	4.94e+03	3.09e+03	4.82e+03	1
GO:0033721	p	aldehyde dehydrogenase (NADP+) activity	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0033750	e	ribosome localization	22/1159	15/1159	0.32	1.58e+03	1.37e+03	1.54e+03	1
GO:0033753	e	establishment of ribosome localization	22/1159	15/1159	0.32	1.58e+03	1.37e+03	1.54e+03	1
GO:0033764	e	steroid dehydrogenase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0033833	e	hydroxymethylfurfural reductase (NADH) activity	2/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0033845	p	hydroxymethylfurfural reductase (NADPH) activity	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0033857	e	diphosphoinositol-pentakisphosphate kinase activity	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0033859	e	furaldehyde metabolic process	2/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0033865	e	nucleoside bisphosphate metabolic process	3/1159	2/1159	1	4.94e+03	2.72e+03	4.82e+03	1
GO:0033866	p	nucleoside bisphosphate biosynthetic process	2/1159	2/1159	1	4.94e+03	3.09e+03	4.82e+03	1
GO:0033875	e	ribonucleoside bisphosphate metabolic process	3/1159	2/1159	1	4.94e+03	2.72e+03	4.82e+03	1
GO:0033934	e	glucan 1,4-alpha-maltotriohydrolase activity	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0033962	p	cytoplasmic mRNA processing body assembly	2/1159	2/1159	1	4.94e+03	3.09e+03	4.82e+03	1
GO:0033967	e	box C/D snoRNA metabolic process	5/1159	2/1159	0.452	2.24e+03	1.85e+03	2.18e+03	1
GO:0033979	e	box H/ACA snoRNA metabolic process	2/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0033993	e	response to lipid	2/1159	0/1159	0.5	2.47e+03	2e+03	2.41e+03	1
GO:0034030	p	ribonucleoside bisphosphate biosynthetic process	2/1159	2/1159	1	4.94e+03	3.09e+03	4.82e+03	1
GO:0034032	e	purine nucleoside bisphosphate metabolic process	3/1159	2/1159	1	4.94e+03	2.72e+03	4.82e+03	1
GO:0034033	p	purine nucleoside bisphosphate biosynthetic process	2/1159	2/1159	1	4.94e+03	3.09e+03	4.82e+03	1
GO:0034038	p	deoxyhypusine synthase activity	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0034044	p	exomer complex	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0034045	p	pre-autophagosomal structure membrane	2/1159	3/1159	1	4.94e+03	2.72e+03	4.82e+03	1
GO:0034057	p	RNA strand-exchange activity	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0034059	p	response to anoxia	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0034061	e	DNA polymerase activity	9/1159	4/1159	0.265	1.31e+03	1.16e+03	1.28e+03	1
GO:0034062	p	RNA polymerase activity	7/1159	11/1159	0.479	2.37e+03	1.93e+03	2.31e+03	1
GO:0034063	e	stress granule assembly	4/1159	3/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0034067	p	protein localization to Golgi apparatus	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0034077	p	butanediol metabolic process	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0034079	p	butanediol biosynthetic process	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0034085	e	establishment of sister chromatid cohesion	3/1159	2/1159	1	4.94e+03	2.72e+03	4.82e+03	1
GO:0034087	p	establishment of mitotic sister chromatid cohesion	2/1159	2/1159	1	4.94e+03	3.09e+03	4.82e+03	1
GO:0034098	e	VCP-NPL4-UFD1 AAA ATPase complex	2/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0034099	p	luminal surveillance complex	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0034198	e	cellular response to amino acid starvation	2/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0034201	e	response to oleic acid	2/1159	0/1159	0.5	2.47e+03	2e+03	2.41e+03	1
GO:0034212	e	peptide N-acetyltransferase activity	3/1159	2/1159	1	4.94e+03	2.72e+03	4.82e+03	1
GO:0034220	p	ion transmembrane transport	28/1159	40/1159	0.175	867	789	845	1
GO:0034221	p	fungal-type cell wall chitin biosynthetic process	3/1159	4/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0034227	e	tRNA thio-modification	2/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0034243	e	regulation of transcription elongation from RNA polymerase II promoter	20/1159	12/1159	0.212	1.05e+03	947	1.02e+03	1
GO:0034244	e	negative regulation of transcription elongation from RNA polymerase II promoter	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0034247	e	snoRNA splicing	3/1159	0/1159	0.25	1.23e+03	1.1e+03	1.2e+03	1
GO:0034248	e	regulation of cellular amide metabolic process	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0034249	e	negative regulation of cellular amide metabolic process	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0034275	e	kynurenic acid metabolic process	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0034276	e	kynurenic acid biosynthetic process	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0034284	p	response to monosaccharide	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0034293	p	sexual sporulation	11/1159	11/1159	1	4.94e+03	1.92e+03	4.82e+03	1
GO:0034306	e	regulation of sexual sporulation	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0034308	e	primary alcohol metabolic process	7/1159	6/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0034309	p	primary alcohol biosynthetic process	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0034310	p	primary alcohol catabolic process	2/1159	2/1159	1	4.94e+03	3.09e+03	4.82e+03	1
GO:0034311	p	diol metabolic process	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0034312	p	diol biosynthetic process	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0034314	p	Arp2/3 complex-mediated actin nucleation	2/1159	4/1159	0.687	3.4e+03	2.43e+03	3.31e+03	1
GO:0034315	e	regulation of Arp2/3 complex-mediated actin nucleation	3/1159	2/1159	1	4.94e+03	2.72e+03	4.82e+03	1
GO:0034316	e	negative regulation of Arp2/3 complex-mediated actin nucleation	3/1159	2/1159	1	4.94e+03	2.72e+03	4.82e+03	1
GO:0034337	e	RNA folding	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0034353	e	RNA pyrophosphohydrolase activity	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0034367	e	macromolecular complex remodeling	3/1159	1/1159	0.625	3.09e+03	2.34e+03	3.01e+03	1
GO:0034388	p	Pwp2p-containing subcomplex of 90S preribosome	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0034389	e	lipid particle organization	2/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0034394	p	protein localization to cell surface	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0034395	e	regulation of transcription from RNA polymerase II promoter in response to iron	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0034396	e	negative regulation of transcription from RNA polymerase II promoter in response to iron	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0034397	e	telomere localization	5/1159	2/1159	0.452	2.24e+03	1.85e+03	2.18e+03	1
GO:0034398	e	telomere tethering at nuclear periphery	4/1159	1/1159	0.374	1.85e+03	1.58e+03	1.8e+03	1
GO:0034399	e	nuclear periphery	4/1159	2/1159	0.687	3.4e+03	2.43e+03	3.31e+03	1
GO:0034401	e	chromatin organization involved in regulation of transcription	4/1159	1/1159	0.374	1.85e+03	1.58e+03	1.8e+03	1
GO:0034402	e	recruitment of 3'-end processing factors to RNA polymerase II holoenzyme complex	2/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0034427	p	nuclear-transcribed mRNA catabolic process, exonucleolytic, 3'-5'	2/1159	4/1159	0.687	3.4e+03	2.43e+03	3.31e+03	1
GO:0034440	p	lipid oxidation	2/1159	2/1159	1	4.94e+03	3.09e+03	4.82e+03	1
GO:0034453	e	microtubule anchoring	5/1159	3/1159	0.726	3.59e+03	2.5e+03	3.5e+03	1
GO:0034455	e	t-UTP complex	3/1159	2/1159	1	4.94e+03	2.72e+03	4.82e+03	1
GO:0034456	e	UTP-C complex	3/1159	2/1159	1	4.94e+03	2.72e+03	4.82e+03	1
GO:0034457	e	Mpp10 complex	2/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0034458	e	3'-5' RNA helicase activity	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0034459	e	ATP-dependent 3'-5' RNA helicase activity	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0034462	e	small-subunit processome assembly	2/1159	0/1159	0.5	2.47e+03	2e+03	2.41e+03	1
GO:0034470	e	ncRNA processing	153/1159	97/1159	0.00022	1.09	1.07	1.06	1
GO:0034471	e	ncRNA 5'-end processing	19/1159	8/1159	0.0509	251	239	245	1
GO:0034472	e	snRNA 3'-end processing	7/1159	4/1159	0.548	2.71e+03	2.11e+03	2.64e+03	1
GO:0034473	e	U1 snRNA 3'-end processing	2/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0034475	e	U4 snRNA 3'-end processing	5/1159	3/1159	0.726	3.59e+03	2.5e+03	3.5e+03	1
GO:0034476	e	U5 snRNA 3'-end processing	4/1159	2/1159	0.687	3.4e+03	2.43e+03	3.31e+03	1
GO:0034497	p	protein localization to pre-autophagosomal structure	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0034498	p	early endosome to Golgi transport	1/1159	2/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0034501	e	protein localization to kinetochore	3/1159	1/1159	0.625	3.09e+03	2.34e+03	3.01e+03	1
GO:0034502	e	protein localization to chromosome	5/1159	2/1159	0.452	2.24e+03	1.85e+03	2.18e+03	1
GO:0034503	p	protein localization to nucleolar rDNA repeats	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0034504	e	protein localization to nucleus	19/1159	16/1159	0.734	3.63e+03	2.47e+03	3.54e+03	1
GO:0034511	p	U3 snoRNA binding	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0034515	p	proteasome storage granule	12/1159	14/1159	0.844	4.17e+03	2.67e+03	4.07e+03	1
GO:0034517	p	ribophagy	2/1159	2/1159	1	4.94e+03	3.09e+03	4.82e+03	1
GO:0034551	p	mitochondrial respiratory chain complex III assembly	2/1159	2/1159	1	4.94e+03	3.09e+03	4.82e+03	1
GO:0034552	e	respiratory chain complex II assembly	2/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0034553	e	mitochondrial respiratory chain complex II assembly	2/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0034599	p	cellular response to oxidative stress	30/1159	31/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0034605	e	cellular response to heat	18/1159	14/1159	0.594	2.94e+03	2.24e+03	2.86e+03	1
GO:0034613	p	cellular protein localization	70/1159	73/1159	0.863	4.26e+03	2.71e+03	4.16e+03	1
GO:0034614	e	cellular response to reactive oxygen species	3/1159	2/1159	1	4.94e+03	2.72e+03	4.82e+03	1
GO:0034622	e	cellular macromolecular complex assembly	134/1159	110/1159	0.119	590	546	575	1
GO:0034629	p	cellular protein complex localization	4/1159	4/1159	1	4.94e+03	2.79e+03	4.82e+03	1
GO:0034637	p	cellular carbohydrate biosynthetic process	9/1159	14/1159	0.403	1.99e+03	1.67e+03	1.94e+03	1
GO:0034641	e	cellular nitrogen compound metabolic process	558/1159	393/1159	3.87e-10	1.91e-06	1.91e-06	1.86e-06	0.216
GO:0034644	p	cellular response to UV	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0034645	e	cellular macromolecule biosynthetic process	267/1159	211/1159	0.00472	23.3	22.6	22.7	1
GO:0034654	e	nucleobase-containing compound biosynthetic process	235/1159	135/1159	1.68e-08	8.28e-05	8.24e-05	8.07e-05	0.78
GO:0034655	e	nucleobase-containing compound catabolic process	39/1159	33/1159	0.55	2.72e+03	2.1e+03	2.65e+03	1
GO:0034657	p	GID complex	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0034660	e	ncRNA metabolic process	194/1159	132/1159	0.000259	1.28	1.26	1.25	1
GO:0034661	e	ncRNA catabolic process	17/1159	9/1159	0.166	822	748	801	1
GO:0034701	p	tripeptidase activity	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0034708	e	methyltransferase complex	5/1159	3/1159	0.726	3.59e+03	2.5e+03	3.5e+03	1
GO:0034723	e	DNA replication-dependent nucleosome organization	4/1159	1/1159	0.374	1.85e+03	1.58e+03	1.8e+03	1
GO:0034724	e	DNA replication-independent nucleosome organization	5/1159	2/1159	0.452	2.24e+03	1.85e+03	2.18e+03	1
GO:0034727	p	piecemeal microautophagy of nucleus	3/1159	5/1159	0.726	3.59e+03	2.5e+03	3.5e+03	1
GO:0034728	e	nucleosome organization	36/1159	14/1159	0.00234	11.6	11.3	11.3	1
GO:0034729	p	histone H3-K79 methylation	1/1159	2/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0034739	e	histone deacetylase activity (H4-K16 specific)	2/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0034762	p	regulation of transmembrane transport	2/1159	2/1159	1	4.94e+03	3.09e+03	4.82e+03	1
GO:0034764	e	positive regulation of transmembrane transport	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0034765	p	regulation of ion transmembrane transport	1/1159	2/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0034963	e	box C/D snoRNA processing	5/1159	2/1159	0.452	2.24e+03	1.85e+03	2.18e+03	1
GO:0034964	e	box H/ACA snoRNA processing	2/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0034965	e	intronic box C/D snoRNA processing	3/1159	1/1159	0.625	3.09e+03	2.34e+03	3.01e+03	1
GO:0034967	e	Set3 complex	3/1159	1/1159	0.625	3.09e+03	2.34e+03	3.01e+03	1
GO:0034968	p	histone lysine methylation	4/1159	4/1159	1	4.94e+03	2.79e+03	4.82e+03	1
GO:0034975	p	protein folding in endoplasmic reticulum	2/1159	3/1159	1	4.94e+03	2.72e+03	4.82e+03	1
GO:0034976	e	response to endoplasmic reticulum stress	3/1159	2/1159	1	4.94e+03	2.72e+03	4.82e+03	1
GO:0034979	e	NAD-dependent protein deacetylase activity	2/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0034982	e	mitochondrial protein processing	2/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0034986	e	iron chaperone activity	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0034990	p	nuclear mitotic cohesin complex	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0035023	p	regulation of Rho protein signal transduction	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0035024	e	negative regulation of Rho protein signal transduction	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0035064	e	methylated histone binding	6/1159	1/1159	0.124	615	569	599	1
GO:0035065	e	regulation of histone acetylation	4/1159	2/1159	0.687	3.4e+03	2.43e+03	3.31e+03	1
GO:0035066	e	positive regulation of histone acetylation	3/1159	2/1159	1	4.94e+03	2.72e+03	4.82e+03	1
GO:0035067	e	negative regulation of histone acetylation	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0035091	p	phosphatidylinositol binding	9/1159	15/1159	0.305	1.51e+03	1.31e+03	1.47e+03	1
GO:0035097	e	histone methyltransferase complex	2/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0035101	p	FACT complex	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0035241	e	protein-arginine omega-N monomethyltransferase activity	2/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0035242	e	protein-arginine omega-N asymmetric methyltransferase activity	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0035246	e	peptidyl-arginine N-methylation	2/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0035247	e	peptidyl-arginine omega-N-methylation	2/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0035251	p	UDP-glucosyltransferase activity	1/1159	4/1159	0.374	1.85e+03	1.58e+03	1.8e+03	1
GO:0035267	e	NuA4 histone acetyltransferase complex	9/1159	2/1159	0.0648	320	302	312	1
GO:0035303	p	regulation of dephosphorylation	2/1159	6/1159	0.288	1.42e+03	1.25e+03	1.39e+03	1
GO:0035312	p	5'-3' exodeoxyribonuclease activity	2/1159	2/1159	1	4.94e+03	3.09e+03	4.82e+03	1
GO:0035327	e	transcriptionally active chromatin	5/1159	2/1159	0.452	2.24e+03	1.85e+03	2.18e+03	1
GO:0035335	p	peptidyl-tyrosine dephosphorylation	1/1159	2/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0035336	p	long-chain fatty-acyl-CoA metabolic process	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0035337	p	fatty-acyl-CoA metabolic process	2/1159	2/1159	1	4.94e+03	3.09e+03	4.82e+03	1
GO:0035339	p	SPOTS complex	1/1159	2/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0035356	e	cellular triglyceride homeostasis	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0035361	e	Cul8-RING ubiquitin ligase complex	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0035383	e	thioester metabolic process	13/1159	10/1159	0.676	3.34e+03	2.4e+03	3.26e+03	1
GO:0035384	e	thioester biosynthetic process	7/1159	4/1159	0.548	2.71e+03	2.11e+03	2.64e+03	1
GO:0035392	e	maintenance of chromatin silencing at telomere	2/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0035434	p	copper ion transmembrane transport	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0035494	e	SNARE complex disassembly	2/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0035510	p	DNA dealkylation	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0035551	p	protein initiator methionine removal involved in protein maturation	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0035556	p	intracellular signal transduction	16/1159	24/1159	0.264	1.3e+03	1.15e+03	1.27e+03	1
GO:0035601	e	protein deacylation	11/1159	4/1159	0.117	580	538	565	1
GO:0035617	p	stress granule disassembly	2/1159	2/1159	1	4.94e+03	3.09e+03	4.82e+03	1
GO:0035639	e	purine ribonucleoside triphosphate binding	219/1159	191/1159	0.142	700	643	682	1
GO:0035649	e	Nrd1 complex	3/1159	1/1159	0.625	3.09e+03	2.34e+03	3.01e+03	1
GO:0035674	e	tricarboxylic acid transmembrane transport	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0035725	p	sodium ion transmembrane transport	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0035753	p	maintenance of DNA trinucleotide repeats	2/1159	2/1159	1	4.94e+03	3.09e+03	4.82e+03	1
GO:0035770	p	ribonucleoprotein granule	24/1159	25/1159	1	4.94e+03	2.8e+03	4.82e+03	1
GO:0035786	p	protein complex oligomerization	1/1159	2/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0035822	e	gene conversion	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0035825	e	reciprocal DNA recombination	7/1159	4/1159	0.548	2.71e+03	2.11e+03	2.64e+03	1
GO:0035861	e	site of double-strand break	2/1159	0/1159	0.5	2.47e+03	2e+03	2.41e+03	1
GO:0035870	p	dITP diphosphatase activity	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0035947	e	regulation of gluconeogenesis by regulation of transcription from RNA polymerase II promoter	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0035948	e	positive regulation of gluconeogenesis by positive regulation of transcription from RNA polymerase II promoter	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0035950	e	regulation of oligopeptide transport by regulation of transcription from RNA polymerase II promoter	2/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0035952	e	negative regulation of oligopeptide transport by negative regulation of transcription from RNA polymerase II promoter	2/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0035953	e	regulation of dipeptide transport by regulation of transcription from RNA polymerase II promoter	2/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0035955	e	negative regulation of dipeptide transport by negative regulation of transcription from RNA polymerase II promoter	2/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0035960	e	regulation of ergosterol biosynthetic process by regulation of transcription from RNA polymerase II promoter	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0035961	e	positive regulation of ergosterol biosynthetic process by positive regulation of transcription from RNA polymerase II promoter	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
