# min_ratio=None pval=None
id	enrichment	description	ratio_in_study	ratio_in_pop	p_uncorrected	p_bonferroni	p_holm	p_sidak	p_fdr
GO:0019858	e	cytosine metabolic process	1/1159	1/4258	0.272	1.35e+03	824	1.31e+03	n.a.
GO:0019866	p	organelle inner membrane	35/1159	134/4258	0.844	4.17e+03	753	4.07e+03	n.a.
GO:0019867	p	outer membrane	8/1159	54/4258	0.0444	220	176	214	n.a.
GO:0019878	e	lysine biosynthetic process via aminoadipic acid	5/1159	8/4258	0.0388	192	155	187	n.a.
GO:0019887	p	protein kinase regulator activity	2/1159	34/4258	0.00308	15.2	13.6	14.8	n.a.
GO:0019888	p	protein phosphatase regulator activity	3/1159	23/4258	0.16	791	543	771	n.a.
GO:0019897	p	extrinsic component of plasma membrane	2/1159	12/4258	0.531	2.63e+03	786	2.56e+03	n.a.
GO:0019898	p	extrinsic component of membrane	11/1159	83/4258	0.0027	13.3	12	13	n.a.
GO:0019899	p	enzyme binding	19/1159	86/4258	0.328	1.62e+03	733	1.58e+03	n.a.
GO:0019900	p	kinase binding	1/1159	16/4258	0.0867	428	312	418	n.a.
GO:0019901	p	protein kinase binding	1/1159	12/4258	0.199	985	636	960	n.a.
GO:0019904	e	protein domain specific binding	8/1159	12/4258	0.00491	24.2	21.6	23.6	n.a.
GO:0019919	e	peptidyl-arginine methylation, to asymmetrical-dimethyl arginine	1/1159	1/4258	0.272	1.35e+03	824	1.31e+03	n.a.
GO:0019932	p	second-messenger-mediated signaling	1/1159	11/4258	0.308	1.52e+03	705	1.48e+03	n.a.
GO:0019933	p	cAMP-mediated signaling	1/1159	5/4258	1	4.94e+03	409	4.82e+03	n.a.
GO:0019935	p	cyclic-nucleotide-mediated signaling	1/1159	5/4258	1	4.94e+03	409	4.82e+03	n.a.
GO:0019941	p	modification-dependent protein catabolic process	35/1159	158/4258	0.171	847	576	826	n.a.
GO:0019948	e	SUMO activating enzyme activity	2/1159	2/4258	0.074	366	281	357	n.a.
GO:0019953	e	sexual reproduction	5/1159	14/4258	0.547	2.71e+03	790	2.64e+03	n.a.
GO:0019954	p	asexual reproduction	3/1159	29/4258	0.0565	279	221	272	n.a.
GO:0019985	p	translesion synthesis	2/1159	11/4258	0.738	3.65e+03	761	3.55e+03	n.a.
GO:0020037	e	heme binding	5/1159	18/4258	1	4.94e+03	295	4.82e+03	n.a.
GO:0022402	p	cell cycle process	96/1159	393/4258	0.212	1.05e+03	669	1.02e+03	n.a.
GO:0022406	p	membrane docking	2/1159	22/4258	0.0568	281	221	274	n.a.
GO:0022411	e	cellular component disassembly	29/1159	85/4258	0.175	864	587	843	n.a.
GO:0022413	p	reproductive process in single-celled organism	9/1159	38/4258	0.717	3.54e+03	763	3.45e+03	n.a.
GO:0022414	e	reproductive process	25/1159	82/4258	0.531	2.62e+03	787	2.56e+03	n.a.
GO:0022603	p	regulation of anatomical structure morphogenesis	1/1159	22/4258	0.0144	71.1	60.6	69.3	n.a.
GO:0022607	e	cellular component assembly	173/1159	533/4258	0.0042	20.8	18.5	20.2	n.a.
GO:0022610	e	biological adhesion	2/1159	6/4258	0.666	3.29e+03	827	3.21e+03	n.a.
GO:0022613	e	ribonucleoprotein complex biogenesis	50/1159	98/4258	4.43e-07	0.00219	0.00213	0.00213	n.a.
GO:0022614	e	membrane to membrane docking	1/1159	1/4258	0.272	1.35e+03	824	1.31e+03	n.a.
GO:0022616	e	DNA strand elongation	11/1159	27/4258	0.129	637	447	621	n.a.
GO:0022618	e	ribonucleoprotein complex assembly	61/1159	134/4258	4.25e-06	0.021	0.0203	0.0205	n.a.
GO:0022625	e	cytosolic large ribosomal subunit	45/1159	73/4258	6.18e-10	3.06e-06	3e-06	2.98e-06	n.a.
GO:0022626	e	cytosolic ribosome	9/1159	17/4258	0.026	128	105	125	n.a.
GO:0022627	e	cytosolic small ribosomal subunit	36/1159	47/4258	1.64e-11	8.1e-08	8.09e-08	7.89e-08	n.a.
GO:0022803	p	passive transmembrane transporter activity	4/1159	23/4258	0.354	1.75e+03	770	1.71e+03	n.a.
GO:0022804	e	active transmembrane transporter activity	29/1159	90/4258	0.283	1.4e+03	688	1.36e+03	n.a.
GO:0022829	e	wide pore channel activity	1/1159	3/4258	1	4.94e+03	278	4.82e+03	n.a.
GO:0022832	p	voltage-gated channel activity	1/1159	5/4258	1	4.94e+03	409	4.82e+03	n.a.
GO:0022836	p	gated channel activity	1/1159	6/4258	1	4.94e+03	726	4.82e+03	n.a.
GO:0022838	e	substrate-specific channel activity	2/1159	7/4258	1	4.94e+03	630	4.82e+03	n.a.
GO:0022857	p	transmembrane transporter activity	43/1159	212/4258	0.0214	106	87.6	103	n.a.
GO:0022884	p	macromolecule transmembrane transporter activity	3/1159	21/4258	0.225	1.11e+03	709	1.08e+03	n.a.
GO:0022890	e	inorganic cation transmembrane transporter activity	26/1159	92/4258	0.813	4.02e+03	741	3.92e+03	n.a.
GO:0022891	p	substrate-specific transmembrane transporter activity	41/1159	197/4258	0.0403	199	160	194	n.a.
GO:0022892	p	substrate-specific transporter activity	51/1159	257/4258	0.00591	29.2	25.7	28.5	n.a.
GO:0022900	e	electron transport chain	7/1159	25/4258	1	4.94e+03	1	4.82e+03	n.a.
GO:0022904	e	respiratory electron transport chain	7/1159	25/4258	1	4.94e+03	1	4.82e+03	n.a.
GO:0023014	p	signal transduction by protein phosphorylation	2/1159	18/4258	0.183	904	591	881	n.a.
GO:0023051	p	regulation of signaling	13/1159	80/4258	0.0302	149	121	146	n.a.
GO:0023056	p	positive regulation of signaling	2/1159	23/4258	0.0573	283	223	276	n.a.
GO:0023057	p	negative regulation of signaling	4/1159	31/4258	0.102	507	364	494	n.a.
GO:0023058	p	adaptation of signaling pathway	3/1159	16/4258	0.58	2.87e+03	813	2.8e+03	n.a.
GO:0030001	p	metal ion transport	9/1159	56/4258	0.0689	340	263	332	n.a.
GO:0030003	p	cellular cation homeostasis	19/1159	91/4258	0.191	944	612	920	n.a.
GO:0030004	e	cellular monovalent inorganic cation homeostasis	9/1159	30/4258	0.686	3.39e+03	776	3.3e+03	n.a.
GO:0030007	e	cellular potassium ion homeostasis	1/1159	3/4258	1	4.94e+03	278	4.82e+03	n.a.
GO:0030008	p	TRAPP complex	1/1159	10/4258	0.304	1.5e+03	702	1.46e+03	n.a.
GO:0030010	p	establishment of cell polarity	7/1159	53/4258	0.0195	96.4	81	94	n.a.
GO:0030011	p	maintenance of cell polarity	3/1159	13/4258	1	4.94e+03	736	4.82e+03	n.a.
GO:0030015	p	CCR4-NOT core complex	1/1159	10/4258	0.304	1.5e+03	702	1.46e+03	n.a.
GO:0030026	p	cellular manganese ion homeostasis	1/1159	5/4258	1	4.94e+03	409	4.82e+03	n.a.
GO:0030029	p	actin filament-based process	14/1159	61/4258	0.562	2.78e+03	799	2.71e+03	n.a.
GO:0030036	p	actin cytoskeleton organization	11/1159	52/4258	0.433	2.14e+03	884	2.08e+03	n.a.
GO:0030042	e	actin filament depolymerization	1/1159	3/4258	1	4.94e+03	278	4.82e+03	n.a.
GO:0030048	e	actin filament-based movement	1/1159	3/4258	1	4.94e+03	278	4.82e+03	n.a.
GO:0030050	e	vesicle transport along actin filament	1/1159	2/4258	0.47	2.32e+03	913	2.27e+03	n.a.
GO:0030060	e	L-malate dehydrogenase activity	2/1159	3/4258	0.182	899	607	876	n.a.
GO:0030061	e	mitochondrial crista	3/1159	4/4258	0.0641	317	249	309	n.a.
GO:0030062	e	mitochondrial tricarboxylic acid cycle enzyme complex	6/1159	6/4258	0.000403	1.99	1.85	1.94	n.a.
GO:0030071	p	regulation of mitotic metaphase/anaphase transition	3/1159	27/4258	0.0799	395	290	385	n.a.
GO:0030091	e	protein repair	1/1159	2/4258	0.47	2.32e+03	913	2.27e+03	n.a.
GO:0030100	p	regulation of endocytosis	2/1159	17/4258	0.182	899	609	876	n.a.
GO:0030117	e	membrane coat	7/1159	21/4258	0.623	3.08e+03	788	3e+03	n.a.
GO:0030118	e	clathrin coat	2/1159	4/4258	0.3	1.48e+03	725	1.44e+03	n.a.
GO:0030119	p	AP-type membrane coat adaptor complex	2/1159	17/4258	0.182	899	609	876	n.a.
GO:0030120	e	vesicle coat	7/1159	21/4258	0.623	3.08e+03	788	3e+03	n.a.
GO:0030123	p	AP-3 adaptor complex	1/1159	4/4258	1	4.94e+03	562	4.82e+03	n.a.
GO:0030125	e	clathrin vesicle coat	2/1159	4/4258	0.3	1.48e+03	725	1.44e+03	n.a.
GO:0030126	e	COPI vesicle coat	5/1159	8/4258	0.0388	192	155	187	n.a.
GO:0030130	e	clathrin coat of trans-Golgi network vesicle	2/1159	2/4258	0.074	366	281	357	n.a.
GO:0030131	p	clathrin adaptor complex	2/1159	14/4258	0.376	1.86e+03	808	1.81e+03	n.a.
GO:0030132	e	clathrin coat of coated pit	2/1159	2/4258	0.074	366	281	357	n.a.
GO:0030133	p	transport vesicle	2/1159	30/4258	0.0116	57.3	49.3	55.9	n.a.
GO:0030134	p	ER to Golgi transport vesicle	1/1159	20/4258	0.0224	111	91.4	108	n.a.
GO:0030135	p	coated vesicle	2/1159	30/4258	0.0116	57.3	49.3	55.9	n.a.
GO:0030148	p	sphingolipid biosynthetic process	1/1159	20/4258	0.0224	111	91.4	108	n.a.
GO:0030150	e	protein import into mitochondrial matrix	7/1159	18/4258	0.29	1.43e+03	704	1.4e+03	n.a.
GO:0030154	p	cell differentiation	16/1159	64/4258	0.778	3.84e+03	741	3.75e+03	n.a.
GO:0030155	e	regulation of cell adhesion	1/1159	3/4258	1	4.94e+03	278	4.82e+03	n.a.
GO:0030162	p	regulation of proteolysis	10/1159	47/4258	0.413	2.04e+03	852	1.99e+03	n.a.
GO:0030163	p	protein catabolic process	26/1159	123/4258	0.15	739	509	721	n.a.
GO:0030170	e	pyridoxal phosphate binding	22/1159	39/4258	0.000169	0.835	0.785	0.814	n.a.
GO:0030173	p	integral component of Golgi membrane	3/1159	17/4258	0.585	2.89e+03	811	2.82e+03	n.a.
GO:0030174	e	regulation of DNA-dependent DNA replication initiation	11/1159	18/4258	0.00259	12.8	11.5	12.5	n.a.
GO:0030176	p	integral component of endoplasmic reticulum membrane	7/1159	37/4258	0.353	1.74e+03	786	1.7e+03	n.a.
GO:0030234	p	enzyme regulator activity	39/1159	194/4258	0.0255	126	103	123	n.a.
GO:0030242	p	peroxisome degradation	1/1159	19/4258	0.0355	176	142	171	n.a.
GO:0030246	p	carbohydrate binding	2/1159	12/4258	0.531	2.63e+03	786	2.56e+03	n.a.
GO:0030258	p	lipid modification	2/1159	36/4258	0.00204	10.1	9.13	9.83	n.a.
GO:0030261	p	chromosome condensation	2/1159	12/4258	0.531	2.63e+03	786	2.56e+03	n.a.
GO:0030286	p	dynein complex	1/1159	5/4258	1	4.94e+03	409	4.82e+03	n.a.
GO:0030287	e	cell wall-bounded periplasmic space	1/1159	3/4258	1	4.94e+03	278	4.82e+03	n.a.
GO:0030291	e	protein serine/threonine kinase inhibitor activity	2/1159	7/4258	1	4.94e+03	630	4.82e+03	n.a.
GO:0030307	e	positive regulation of cell growth	2/1159	3/4258	0.182	899	607	876	n.a.
GO:0030308	e	negative regulation of cell growth	5/1159	6/4258	0.00689	34.1	29.8	33.2	n.a.
GO:0030312	p	external encapsulating structure	6/1159	39/4258	0.105	521	374	508	n.a.
GO:0030332	e	cyclin binding	1/1159	2/4258	0.47	2.32e+03	913	2.27e+03	n.a.
GO:0030337	e	DNA polymerase processivity factor activity	1/1159	1/4258	0.272	1.35e+03	824	1.31e+03	n.a.
GO:0030427	p	site of polarized growth	11/1159	158/4258	2.19e-10	1.08e-06	1.08e-06	1.06e-06	n.a.
GO:0030433	p	ER-associated ubiquitin-dependent protein catabolic process	8/1159	43/4258	0.231	1.14e+03	716	1.11e+03	n.a.
GO:0030435	p	sporulation resulting in formation of a cellular spore	16/1159	64/4258	0.778	3.84e+03	741	3.75e+03	n.a.
GO:0030437	e	ascospore formation	9/1159	26/4258	0.383	1.89e+03	814	1.84e+03	n.a.
GO:0030447	p	filamentous growth	12/1159	64/4258	0.156	772	531	753	n.a.
GO:0030466	e	chromatin silencing at silent mating-type cassette	11/1159	35/4258	0.57	2.82e+03	801	2.75e+03	n.a.
GO:0030473	p	nuclear migration along microtubule	1/1159	17/4258	0.0545	269	213	262	n.a.
GO:0030474	p	spindle pole body duplication	2/1159	11/4258	0.738	3.65e+03	761	3.55e+03	n.a.
GO:0030476	e	ascospore wall assembly	4/1159	13/4258	0.759	3.75e+03	752	3.66e+03	n.a.
GO:0030478	e	actin cap	1/1159	1/4258	0.272	1.35e+03	824	1.31e+03	n.a.
GO:0030479	p	actin cortical patch	15/1159	60/4258	0.772	3.81e+03	744	3.72e+03	n.a.
GO:0030488	p	tRNA methylation	5/1159	22/4258	0.811	4.01e+03	742	3.91e+03	n.a.
GO:0030490	e	maturation of SSU-rRNA	38/1159	69/4258	8.88e-07	0.00439	0.00425	0.00428	n.a.
GO:0030491	e	heteroduplex formation	2/1159	6/4258	0.666	3.29e+03	827	3.21e+03	n.a.
GO:0030515	e	snoRNA binding	10/1159	22/4258	0.0885	437	318	426	n.a.
GO:0030523	e	dihydrolipoamide S-acyltransferase activity	1/1159	1/4258	0.272	1.35e+03	824	1.31e+03	n.a.
GO:0030529	e	ribonucleoprotein complex	252/1159	541/4258	3.18e-10	1.57e-06	1.56e-06	1.53e-06	n.a.
GO:0030532	p	small nuclear ribonucleoprotein complex	11/1159	51/4258	0.43	2.13e+03	880	2.07e+03	n.a.
GO:0030541	e	plasmid partitioning	3/1159	5/4258	0.128	633	448	617	n.a.
GO:0030543	e	2-micrometer plasmid partitioning	3/1159	3/4258	0.0201	99.5	83.6	97	n.a.
GO:0030544	e	Hsp70 protein binding	2/1159	2/4258	0.074	366	281	357	n.a.
GO:0030551	e	cyclic nucleotide binding	1/1159	1/4258	0.272	1.35e+03	824	1.31e+03	n.a.
GO:0030552	e	cAMP binding	1/1159	1/4258	0.272	1.35e+03	824	1.31e+03	n.a.
GO:0030554	e	adenyl nucleotide binding	197/1159	560/4258	8.93e-06	0.0441	0.0423	0.043	n.a.
GO:0030580	e	quinone cofactor methyltransferase activity	1/1159	2/4258	0.47	2.32e+03	913	2.27e+03	n.a.
GO:0030619	p	U1 snRNA binding	1/1159	4/4258	1	4.94e+03	562	4.82e+03	n.a.
GO:0030620	e	U2 snRNA binding	1/1159	3/4258	1	4.94e+03	278	4.82e+03	n.a.
GO:0030627	e	pre-mRNA 5'-splice site binding	1/1159	3/4258	1	4.94e+03	278	4.82e+03	n.a.
GO:0030641	e	regulation of cellular pH	8/1159	24/4258	0.495	2.44e+03	756	2.38e+03	n.a.
GO:0030658	p	transport vesicle membrane	1/1159	9/4258	0.459	2.27e+03	913	2.21e+03	n.a.
GO:0030659	p	cytoplasmic vesicle membrane	2/1159	21/4258	0.0842	416	304	405	n.a.
GO:0030674	p	protein binding, bridging	12/1159	50/4258	0.749	3.7e+03	745	3.61e+03	n.a.
GO:0030677	e	ribonuclease P complex	3/1159	9/4258	0.711	3.51e+03	771	3.43e+03	n.a.
GO:0030681	e	multimeric ribonuclease P complex	3/1159	8/4258	0.456	2.25e+03	920	2.2e+03	n.a.
GO:0030684	e	preribosome	71/1159	122/4258	6.9e-11	3.41e-07	3.41e-07	3.33e-07	n.a.
GO:0030686	e	90S preribosome	8/1159	17/4258	0.0963	476	343	464	n.a.
GO:0030687	e	preribosome, large subunit precursor	29/1159	49/4258	2.46e-06	0.0121	0.0118	0.0118	n.a.
GO:0030688	e	preribosome, small subunit precursor	9/1159	20/4258	0.0811	401	293	391	n.a.
GO:0030689	e	Noc complex	2/1159	5/4258	0.618	3.05e+03	837	2.98e+03	n.a.
GO:0030690	e	Noc1p-Noc2p complex	1/1159	2/4258	0.47	2.32e+03	913	2.27e+03	n.a.
GO:0030691	e	Noc2p-Noc3p complex	1/1159	2/4258	0.47	2.32e+03	913	2.27e+03	n.a.
GO:0030692	e	Noc4p-Nop14p complex	1/1159	2/4258	0.47	2.32e+03	913	2.27e+03	n.a.
GO:0030695	p	GTPase regulator activity	8/1159	46/4258	0.181	896	608	873	n.a.
GO:0030705	p	cytoskeleton-dependent intracellular transport	1/1159	17/4258	0.0545	269	213	262	n.a.
GO:0030799	e	regulation of cyclic nucleotide metabolic process	2/1159	5/4258	0.618	3.05e+03	837	2.98e+03	n.a.
GO:0030801	e	positive regulation of cyclic nucleotide metabolic process	2/1159	3/4258	0.182	899	607	876	n.a.
GO:0030802	e	regulation of cyclic nucleotide biosynthetic process	2/1159	5/4258	0.618	3.05e+03	837	2.98e+03	n.a.
GO:0030804	e	positive regulation of cyclic nucleotide biosynthetic process	2/1159	3/4258	0.182	899	607	876	n.a.
GO:0030808	e	regulation of nucleotide biosynthetic process	2/1159	5/4258	0.618	3.05e+03	837	2.98e+03	n.a.
GO:0030810	e	positive regulation of nucleotide biosynthetic process	2/1159	3/4258	0.182	899	607	876	n.a.
GO:0030811	p	regulation of nucleotide catabolic process	1/1159	4/4258	1	4.94e+03	562	4.82e+03	n.a.
GO:0030814	e	regulation of cAMP metabolic process	2/1159	5/4258	0.618	3.05e+03	837	2.98e+03	n.a.
GO:0030816	e	positive regulation of cAMP metabolic process	2/1159	3/4258	0.182	899	607	876	n.a.
GO:0030817	e	regulation of cAMP biosynthetic process	2/1159	5/4258	0.618	3.05e+03	837	2.98e+03	n.a.
GO:0030819	e	positive regulation of cAMP biosynthetic process	2/1159	3/4258	0.182	899	607	876	n.a.
GO:0030832	e	regulation of actin filament length	5/1159	18/4258	1	4.94e+03	295	4.82e+03	n.a.
GO:0030833	e	regulation of actin filament polymerization	5/1159	18/4258	1	4.94e+03	295	4.82e+03	n.a.
GO:0030834	e	regulation of actin filament depolymerization	3/1159	6/4258	0.354	1.75e+03	788	1.71e+03	n.a.
GO:0030835	e	negative regulation of actin filament depolymerization	3/1159	6/4258	0.354	1.75e+03	788	1.71e+03	n.a.
GO:0030837	e	negative regulation of actin filament polymerization	3/1159	9/4258	0.711	3.51e+03	771	3.43e+03	n.a.
GO:0030838	p	positive regulation of actin filament polymerization	2/1159	10/4258	1	4.94e+03	780	4.82e+03	n.a.
GO:0030846	e	termination of RNA polymerase II transcription, poly(A)-coupled	5/1159	9/4258	0.0681	337	261	328	n.a.
GO:0030847	e	termination of RNA polymerase II transcription, exosome-dependent	6/1159	10/4258	0.0297	147	120	143	n.a.
GO:0030865	p	cortical cytoskeleton organization	5/1159	21/4258	1	4.94e+03	852	4.82e+03	n.a.
GO:0030866	p	cortical actin cytoskeleton organization	5/1159	21/4258	1	4.94e+03	852	4.82e+03	n.a.
GO:0030874	e	nucleolar chromatin	2/1159	4/4258	0.3	1.48e+03	725	1.44e+03	n.a.
GO:0030880	p	RNA polymerase complex	8/1159	37/4258	0.578	2.86e+03	811	2.78e+03	n.a.
GO:0030892	p	mitotic cohesin complex	1/1159	5/4258	1	4.94e+03	409	4.82e+03	n.a.
GO:0030906	p	retromer complex, inner shell	1/1159	4/4258	1	4.94e+03	562	4.82e+03	n.a.
GO:0030907	e	MBF transcription complex	3/1159	3/4258	0.0201	99.5	83.6	97	n.a.
GO:0030908	e	protein splicing	1/1159	1/4258	0.272	1.35e+03	824	1.31e+03	n.a.
GO:0030942	e	endoplasmic reticulum signal peptide binding	1/1159	2/4258	0.47	2.32e+03	913	2.27e+03	n.a.
GO:0030943	e	mitochondrion targeting sequence binding	2/1159	5/4258	0.618	3.05e+03	837	2.98e+03	n.a.
GO:0030946	e	protein tyrosine phosphatase activity, metal-dependent	1/1159	1/4258	0.272	1.35e+03	824	1.31e+03	n.a.
GO:0030950	p	establishment or maintenance of actin cytoskeleton polarity	1/1159	10/4258	0.304	1.5e+03	702	1.46e+03	n.a.
GO:0030952	p	establishment or maintenance of cytoskeleton polarity	1/1159	10/4258	0.304	1.5e+03	702	1.46e+03	n.a.
GO:0030955	e	potassium ion binding	1/1159	2/4258	0.47	2.32e+03	913	2.27e+03	n.a.
GO:0030968	e	endoplasmic reticulum unfolded protein response	3/1159	11/4258	1	4.94e+03	61	4.82e+03	n.a.
GO:0030970	e	retrograde protein transport, ER to cytosol	2/1159	7/4258	1	4.94e+03	630	4.82e+03	n.a.
GO:0030976	e	thiamine pyrophosphate binding	3/1159	7/4258	0.399	1.97e+03	842	1.92e+03	n.a.
GO:0030983	p	mismatched DNA binding	1/1159	7/4258	0.682	3.37e+03	807	3.29e+03	n.a.
GO:0031010	p	ISWI-type complex	1/1159	7/4258	0.682	3.37e+03	807	3.29e+03	n.a.
GO:0031011	e	Ino80 complex	8/1159	14/4258	0.029	143	117	140	n.a.
GO:0031023	e	microtubule organizing center organization	4/1159	14/4258	1	4.94e+03	754	4.82e+03	n.a.
GO:0031032	e	actomyosin structure organization	2/1159	4/4258	0.3	1.48e+03	725	1.44e+03	n.a.
GO:0031047	e	gene silencing by RNA	2/1159	3/4258	0.182	899	607	876	n.a.
GO:0031055	e	chromatin remodeling at centromere	2/1159	3/4258	0.182	899	607	876	n.a.
GO:0031056	e	regulation of histone modification	13/1159	20/4258	0.000446	2.2	2.05	2.15	n.a.
GO:0031057	e	negative regulation of histone modification	2/1159	4/4258	0.3	1.48e+03	725	1.44e+03	n.a.
GO:0031058	e	positive regulation of histone modification	9/1159	14/4258	0.00402	19.8	17.7	19.3	n.a.
GO:0031060	e	regulation of histone methylation	7/1159	8/4258	0.000667	3.29	3.05	3.21	n.a.
GO:0031061	e	negative regulation of histone methylation	1/1159	1/4258	0.272	1.35e+03	824	1.31e+03	n.a.
GO:0031062	e	positive regulation of histone methylation	4/1159	5/4258	0.0214	106	87.8	103	n.a.
GO:0031063	e	regulation of histone deacetylation	1/1159	2/4258	0.47	2.32e+03	913	2.27e+03	n.a.
GO:0031065	e	positive regulation of histone deacetylation	1/1159	1/4258	0.272	1.35e+03	824	1.31e+03	n.a.
GO:0031070	e	intronic snoRNA processing	3/1159	8/4258	0.456	2.25e+03	920	2.2e+03	n.a.
GO:0031071	e	cysteine desulfurase activity	2/1159	2/4258	0.074	366	281	357	n.a.
GO:0031072	e	heat shock protein binding	5/1159	8/4258	0.0388	192	155	187	n.a.
GO:0031078	e	histone deacetylase activity (H3-K14 specific)	2/1159	5/4258	0.618	3.05e+03	837	2.98e+03	n.a.
GO:0031080	p	nuclear pore outer ring	1/1159	7/4258	0.682	3.37e+03	807	3.29e+03	n.a.
GO:0031081	p	nuclear pore distribution	1/1159	9/4258	0.459	2.27e+03	913	2.21e+03	n.a.
GO:0031087	e	deadenylation-independent decapping of nuclear-transcribed mRNA	2/1159	6/4258	0.666	3.29e+03	827	3.21e+03	n.a.
GO:0031090	p	organelle membrane	115/1159	736/4258	3.76e-10	1.86e-06	1.84e-06	1.81e-06	n.a.
GO:0031105	e	septin complex	2/1159	4/4258	0.3	1.48e+03	725	1.44e+03	n.a.
GO:0031106	p	septin ring organization	3/1159	22/4258	0.228	1.13e+03	707	1.1e+03	n.a.
GO:0031107	e	septin ring disassembly	1/1159	2/4258	0.47	2.32e+03	913	2.27e+03	n.a.
GO:0031110	p	regulation of microtubule polymerization or depolymerization	2/1159	14/4258	0.376	1.86e+03	808	1.81e+03	n.a.
GO:0031112	p	positive regulation of microtubule polymerization or depolymerization	2/1159	11/4258	0.738	3.65e+03	761	3.55e+03	n.a.
GO:0031113	p	regulation of microtubule polymerization	2/1159	13/4258	0.534	2.64e+03	780	2.57e+03	n.a.
GO:0031116	p	positive regulation of microtubule polymerization	2/1159	11/4258	0.738	3.65e+03	761	3.55e+03	n.a.
GO:0031118	e	rRNA pseudouridine synthesis	4/1159	4/4258	0.00547	27	24	26.3	n.a.
GO:0031119	e	tRNA pseudouridine synthesis	2/1159	6/4258	0.666	3.29e+03	827	3.21e+03	n.a.
GO:0031120	e	snRNA pseudouridine synthesis	5/1159	6/4258	0.00689	34.1	29.8	33.2	n.a.
GO:0031123	e	RNA 3'-end processing	31/1159	67/4258	0.000782	3.87	3.56	3.77	n.a.
GO:0031124	e	mRNA 3'-end processing	20/1159	36/4258	0.000442	2.18	2.03	2.13	n.a.
GO:0031125	e	rRNA 3'-end processing	7/1159	23/4258	0.814	4.02e+03	741	3.92e+03	n.a.
GO:0031126	e	snoRNA 3'-end processing	17/1159	29/4258	0.000452	2.23	2.07	2.18	n.a.
GO:0031134	e	sister chromatid biorientation	2/1159	4/4258	0.3	1.48e+03	725	1.44e+03	n.a.
GO:0031137	p	regulation of conjugation with cellular fusion	1/1159	9/4258	0.459	2.27e+03	913	2.21e+03	n.a.
GO:0031144	e	proteasome localization	1/1159	1/4258	0.272	1.35e+03	824	1.31e+03	n.a.
GO:0031145	p	anaphase-promoting complex-dependent proteasomal ubiquitin-dependent protein catabolic process	1/1159	9/4258	0.459	2.27e+03	913	2.21e+03	n.a.
GO:0031146	p	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process	2/1159	12/4258	0.531	2.63e+03	786	2.56e+03	n.a.
GO:0031160	e	spore wall	1/1159	3/4258	1	4.94e+03	278	4.82e+03	n.a.
GO:0031163	p	metallo-sulfur cluster assembly	4/1159	20/4258	0.617	3.05e+03	840	2.97e+03	n.a.
GO:0031167	e	rRNA methylation	6/1159	13/4258	0.129	638	448	622	n.a.
GO:0031201	p	SNARE complex	2/1159	24/4258	0.0378	187	151	182	n.a.
GO:0031204	p	posttranslational protein targeting to membrane, translocation	2/1159	9/4258	1	4.94e+03	825	4.82e+03	n.a.
GO:0031207	p	Sec62/Sec63 complex	1/1159	4/4258	1	4.94e+03	562	4.82e+03	n.a.
GO:0031211	p	endoplasmic reticulum palmitoyltransferase complex	1/1159	6/4258	1	4.94e+03	726	4.82e+03	n.a.
GO:0031224	p	intrinsic component of membrane	69/1159	747/4258	3.62e-10	1.79e-06	1.77e-06	1.75e-06	n.a.
